Dog_Name,Breed
GENEVIEVE,BEAGLE MIX
LEXI,LABRADOODLE
HOLLY,POODLE MINI
ATHENA,TERRIER WEST HIGHLAND
CLANCY,GREAT PYRENEES
DAISY,RETRIEVER LABRADOR
JUNIOR,POINTER GERMAN SHORTHAIR
PEBBLES,SPANIEL CAVALIER  KING CHARLES
BUDDY,SPANIEL CAVALIER  KING CHARLES
RILEY,TERRIER YORKSHIRE
FLOSSY,SCHNAUZER
LILA,SCHNAUZER MINI
SPENCER,MIX
LEO,LHASA APSO MIX
CHLOE,MORKIE
SAMMY,RETRIEVER MIX
CODY,MIX
TUCKER,RETRIEVER GOLDEN
LEO,HAVANESE
LUNA,GOLDENDOODLE
SHADOW,GOLDENDOODLE MINI
NYXIE,RETRIEVER GOLDEN
CECE,TERRIER RAT
BONSAI,LABRADOODLE
GARY,PEKINGESE
ATHENA,COTON DE TULEAR
PHINEAS,DACHSHUND
SAMMY,RETRIEVER GOLDEN
LOGAN,SPANIEL CAVALIER  KING CHARLES
CASPER,BICHON FRISE
KATE,RETRIEVER GOLDEN
PEPPER,PORTUGUESE WATER DOG
SUNDAE,HAVAPOO
BOO,TERRIER BOSTON
SADIE,HAVANESE
CLOVER,DACHSHUND MIX
ROSIE,SHEPHERD GERMAN MIX
JAKE,CORGI
MOLLY,CORGI
RUFUS,SHEPHERD MIX
SAM,LAB/BOXER MIX
MARLEY TAYLA,BOXER MIX
OREO,COLLIE BORDER
LUCY,MIX
WILLOW,SPANIEL BRITTANY MIX
BELLA,POINTER MIX
SMUDGE,COLLIE
ATTILA,MASTIFF FRENCH MIX
ZOE,COCKAPOO
BUDI,MALTESE
KODI,RETRIEVER GOLDEN
MAIYA,SHEPHERD GERMAN
TUCKER,RETRIEVER GOLDEN
SADIE,RETRIEVER GOLDEN
ROSIE,RETRIEVER GOLDEN
ZUZU,GOLDENDOODLE
WOOKIE,DORKIE
PIPPY,MALTESE
RUDY,SHEPHERD GERMAN
KAIYA,SPANIEL TIBETAN
MILO,SPANIEL TIBETAN
SCARLET,MALTIPOO
FELIX,LABRADOODLE
AROMA,POODLE TOY
MIGUEL,GOLDENDOODLE
WELLINGTON,SCHNAUZER MINI
KODI,RETRIEVER LABRADOR
NELLIE,TERRIER TIBETAN
GRACIE,RETRIEVER LAB MIX
TUCKER,SHIH-TZU
IKE,LABRADOR MIX
JACK,TERRIER MIX
GABBY,LABRADOODLE
SPYDER,WHIPPET
POE,WHIPPET
FEZZIK,MIX
APRIL,POODLE MALTESE MIX
MENDEL,RETRIEVER GOLDEN
JUNO,TERRIER BOSTON
ZELDA,AUSTRALIAN LABRADOODLE
RUBY,POMERANIAN
ZIGGY,LABRADOODLE
AMBER,RETRIEVER GOLDEN
BOOMER,LABRADOODLE
NELLY,GOLDENDOODLE
GRIZZLY,GOLDENDOODLE
BEAR,GOLDENDOODLE
BELLA MUTTLEY,MIX
ROTOR,POODLE MIX
WIMSEY,LABRADOR
SHINY,LABRADOR
DJANGO,AUSTRALIAN LABRADOODLE
JOIE,AUSTRALIAN LABRADOODLE
CHASE,COLLIE BORDER MIX
JETER,NEWFOUNDLAND
CODY,RETRIEVER GOLDEN
JESSA,RETRIEVER LABRADOR
HARRY,RETRIEVER GOLDEN
LING,RETRIEVER LABRADOR
SHERLOCK,PUG MIX
JACKSON,TERRIER JACK RUSSELL MIX
BRANDY,CAVACHON
RUDY,SAMOYED
CHARLIE,RETRIEVER LABRADOR
REESE,GOLDENDOODLE
MAXWELL,POODLE
AGGIE,RETRIEVER GOLDEN
LOUIS AKA LOUIE,CHIHUAHUA MIX
MILLIE,RETRIEVER LABRADOR
JJANG,MALTESE
ARIES,MIX
EMMETT,CORGI MIX
OLLIE,LABRADOODLE
CODY,RETRIEVER GOLDEN
PAYSLEIGH,GOLDENDOODLE
TEDDY,BICHON FRISE
CELLA,WELSH CORGI
VICTOR,WELSH CORGI
LUNA,RETRIEVER GOLDEN
MOZART,MALTESE
BELLE SUNSHINE,LABRADOODLE
CHARLEY,POODLE
SAM,POODLE TOY
WINNIE,GOLDENDOODLE
OLLIE,MIX
OBIE,MALTESE MIX
BAILEY,RETRIEVER GOLDEN
MARLEY,LABRADOR MIX
BUSTER,MIX
ROSCOE,SPANIEL TIBETAN
NELLIE,MIX
CALVIN,CHIHUAHUA MIX
BEAR,COCKAPOO
JAZZY KAYE,LABRADOODLE
RUBY KAYE,GOLDENDOODLE
LUCY,MIX
MONTY,LABRADOODLE
RILEY,RETRIEVER LABRADOR
AVA,GREAT PYRENEES MIX
SHASTA,HUSKY SIBERIAN
FINN,BULLDOG OLD ENGLISH
ASTRO,PORTUGUESE WATER DOG
BLAZE,NEWFOUNDLAND
BRIO,GOLDENDOODLE MINI
CLEMENTINE,RETRIEVER LABRADOR
TOY,LHASA APSO MIX
JAVA,LABRADOR
HUDSON,SPANIEL COCKER MIX
AUGIE,MALTESE POODLE MIX
TATE,TERRIER JACK RUSSELL MIX
XENA,CHIHUAHUA
NUGGET,SPANIEL COCKER MIX
ISLA,RETRIEVER GOLDEN
FERGUS,RETRIEVER GOLDEN
COCO,AUSTRALIAN LABRADOODLE
DUKE,MALTIPOO
JACKIE,WHIPPET LAB
TUCKER,TERRIER AUSTRALIAN MIX
CHOCOLATE,RETRIEVER BEAGLE MIX
NELLIE,VIZSLA
BROWNIE,TERRIER YORKSHIRE
SAGE,TERRIER TIBETAN
COOKIE,RETRIEVER GOLDEN
BENJI,TERRIER WHEATEN MIX
NUTMEG,CORGI MIX
BLACKIE,DACHSHUND
MARTY,TERRIER WEST HIGHLAND
COOPER,SHEPHERD AUSTRALIAN MIX
IZZIE,HAVANESE
BENJAMIN,RETRIEVER GOLDEN
JOY,PORTUGUESE WATER DOG
CHORONG,POODLE
BERRY,PEKAPOO
LUCY,BEAGLE
LEXIE,POODLE TOY
FIG NEWTON,TERRIER JACK RUSSELL
MORGAN LEFAYE,MIX
THEO,COCKAPOO
GINGER,VIZSLA
REGGIE THE WONDER DOG,RETRIEVER GOLDEN
SILKIE,GOLDENDOODLE
LARRY,LABRADOODLE
DUKE,BOXER MIX
EDDIE,TERRIER YORKSHIRE
CANDIE,YORKIE MIX
VIOLET,TERRIER YORKSHIRE
KIRBY,RETRIEVER GOLDEN
CADDIE,POODLE MIX
ELVIS,GREAT DANE
PIM,POMERANIAN
CLIFFORD,LABRADOODLE
SIENA,POODLE
VESPA,LABRADOR MIX
SCUTO,LABRADOR MIX
ZOEY,DACHSHUND MIX
CAEL,SPANIEL BRITTANY MIX
SNOWY,
JOEY,CHIHUAHUA MIX
ROXY,LABRADOR MIX
BEAR,RETRIEVER LABRADOR
DEE 2,TERRIER WEST HIGHLAND
BRADY,HAVANESE
CHUMMI,GREAT DANE
KAI,COCKAPOO
SAGO,SCHNOODLE
KYLA,RETRIEVER GOLDEN
LUNA,LAB MIX
LUCKY,GOLDENDOODLE
TEDDY,CATAHOULA MIX
NIKITA,TERRIER MIX
BELLI,MIX
FIONA,PUG
LOUIE,COCKAPOO
HANNAH,NEWFOUNDLAND
STAR,BOXER MIX
JOEY,SHETLAND SHEEP
LEXXI,DACHSHUND MIX
CHESTER,RETRIEVER DUCK TOLLING
CODY,LABRADOODLE
CARMEL,GREAT PYRENEES MIX
BRONZINO,POODLE STANDARD
LULU,PORTUGUESE WATER DOG
INDY,PORTUGUESE WATER DOG
TESSIE,COCKAPOO
BUBBA,PUB
SCAMP,LABRADOODLE MIX
CHOUNG CHOUNG,PEKINGESE
DA DA,PEKINGESE
JACK,CHIHUAHUA MIX
PEDRO,SCHNAUZER MINI
AMY,RETRIEVER LABRADOR
MAX,POMERANIAN MIX
BELLE,TERRIER CAIRN
BAXTER,SPANIEL CAVALIER  KING CHARLES
TOBY II,SPANIEL COCKER
SCOUT,RETRIEVER LABRADOR
CHIEF,SHEPHERD GERMAN
KASPER,BICHON FRISE
MARIAH,PUGGLE
JACK,RETRIEVER GOLDEN
SQUEAKY,BEAGLE MIX
ASHLEY,COONHOUND BLUE TICK
MAISIE,COONHOUND BLUE TICK
KUMA,LABRADOR
COSMO,AUSTRALIAN LABRADOODLE
OSCAR,LABRADOODLE
BELLA,TERRIER TIBETAN
COSMO,POINTER GERMAN SHORTHAIR
LIBBY,GOLDENDOODLE
DELILAH,COCKAPOO
VIVI,COTON DE TULEAR
MAX,SHEPHERD GERMAN
OLIVE,RETRIEVER LABRADOR
CLADDAGH,RETRIEVER LABRADOR
BO,LABRADOR MIX
MACY,MIX
RUFUS,SHEPHERD MIX
MAHO,GOLDENDOODLE
TUCKER,TERRIER TIBETAN
JASPER,
MAISIE,RETRIEVER GOLDEN
BRADY,COTON DE TULEAR
SUNNY,RETRIEVER GOLDEN
CHAZ,CHIHUAHUA
MAYA,MIX
ELLE,CHIHUAHUA MIX
STELLA,TERRIER MIX
BEAU,RETRIEVER GOLDEN
LEXI,COCKAPOO
MAYA,RETRIEVER GOLDEN
MOLLY,LABRADOODLE
TINK,RETRIEVER LABRADOR
LUCCA,SETTER ENGLISH
GUS,RETRIEVER LABRADOR
HANK,RETRIEVER LABRADOR
MAISY,LABRADOR MIX
CUPCAKE,CAVACHON
MICCO,CHINOOK
KODA,RETRIEVER GOLDEN
SULLIVAN,YORKIE POO
BRUIN,HAVAPOO MIX
EVA,SPANIEL COCKER MIX
HAPPY,BEAGLE
GAVIN,RETRIEVER GOLDEN
DES,TERRIER AMERICAN STAFFORSHIRE MIX
KAYA,LABRADOR MIX
MILO,BICHON FRISE
LACY,RETRIEVER MIX
HENRY,RETRIEVER LABRADOR
DAKOTA,RETRIEVER LABRADOR
CHEWIE,SHIH-TZU
STELLA,BEAGLE
SIMBA,POMERANIAN MIX
SIENNA,SHEEPDOG SHETLAND
ONYX,LAB/HOUND MIX
SAM,BOXER
TARA,RETRIEVER LAB MIX
BERTRAM,POODLE STANDARD
TUCKER,CAVAPOO
PEPPER,LABRADOR MIX
SCOUT,COLLIE BORDER
SPENCER,POODLE MINI
CILLY,BICHON FRISE
FLORA,CORGI PEMBROKE WELSH
AMY,TERRIER
BAILEY,LABRADOODLE
CODY,RETRIEVER LABRADOR
STORMIE,MIX
ZIGGY,POODLE STANDARD
LADY,PIT BULL MIX
HACHI,COCKAPOO
KOA,LABRADOODLE
NEVA,MIX
CHOCOLATE,SPANIEL CAVALIER  KING CHARLES
MAX,TERRIER BRAZILIAN
PRINCE,TERRIER WEST HIGHLAND
JADE,CATAHOULA MIX
PAXTON,CATAHOULA MIX
MARTA,WATERDOG SPANISH
SAGE,AUSTRALIAN COBBERDOG
BUDDY,CHIHUAHUA
TUCKER,TERRIER JACK RUSSELL
LUCY,LABRADOODLE
KK,POODLE TOY
PHOEBE,GOLDENDOODLE
TONI,MALTESE
SANDY,RETRIEVER GOLDEN
SHIWA,COCKAPOO
HAZEL,RETRIEVER GOLDEN
SADIE,HOUND MIX
PERCY,MALTESE
NIKKI,MIX
HERO,CHIHUAHUA LONG COAT
VINNIE,LABRADOODLE
TESSA,BEAGLE
COPPER,BEAGLE
BANDIT,COLLIE MIX
SIDNEY,RETRIEVER LABRADOR
JINXY,PUG
BLUE,RETRIEVER GOLDEN
MUZZY,LABRADOODLE
JUNO,RETRIEVER LAB MIX
BERNIE,TERRIER MIX
GATSBY,WHIPPET
BLU,COCKAPOO
FINLEY,LABRADOODLE
BELLA,SHIH-TZU MIX
BAILEY,MALTIPOO
CINNA,RETRIEVER GOLDEN
GIGI,DACHSHUND L.H.
BARLEY,DACHSHUND
CHOCHI,RETRIEVER GOLDEN
WAI WAI,SHIH-TZU
TOTO,POODLE TOY
SCOUT,COCKAPOO
PEPPER,NEWFOUNDLAND
KIWI,NEWFOUNDLAND
TUPAC,COLLIE BORDER
ENZO,TERRIER SCOTTISH
HASHBROWN,POODLE MINI
TIKI,PUGGLE
WILSON,RETRIEVER GOLDEN
COOKIE,MALTESE
SAM,LABRADOR SHEPHERD MIX
KOJI,LABRADOODLE
CHLOE,CHIHUAHUA
ROCKY,TERRIER BOSTON
LAILA,PAPILLON
MAYA,PAPILLON
TIN TIN,MALTIPOO
OPHELIA,PUG
KENNEDY,PUGGLE MIX
AMBER,GOLDENDOODLE
MOLLY,COCKAPOO
MADDIE,SATO
QUINCY,CHIHUAHUA MIX
PIPPIN,POODLE MINI
MERRY,POODLE MINI
PICKLE,TERRIER MIX
BLUE,MIX
RODDICK,MIX
ELVIS,RETRIEVER GOLDEN
ELVIS,RETRIEVER LABRADOR
REDFORD,SPANIEL CAVALIER  KING CHARLES
PIPER,LABRADOODLE
ROO,LAB/HOUND
OREO,SHIH-TZU
BRUSCHI,VIZSLA
ELLIE MAE,BOXER MIX
BRUNO,AUSTRALIAN LABRADOODLE
GUS,LABRADOR
CHANCE,RETRIEVER GOLDEN
LACEY,COTON DE TULEAR
POLAR,GREAT PYRENEES
DOUGLAS,RETRIEVER GOLDEN
KOTA,POINTER MIX
JUNO,POINTER MIX
WILLOW,SCHNAUZER MINI
JOEY,LABRADOR MIX
RYLIE,RETRIEVER LABRADOR
LOLA,RETRIEVER LABRADOR
NOVA,LAB MIX
MARGOT,TERRIER JACK RUSSELL
NENA,POINTER MIX
MAGGIE,TERRIER MIX
BRIAN,RETRIEVER LABRADOR
WILLIE,TERRIER SILKY
TASHA,HUSKY SIBERIAN
DEXTER,BOXER
BUDDY,SPANIEL CAVALIER  KING CHARLES
LILY,COCKAPOO
MILO,COLLIE BORDER MIX
RILEY,RETRIEVER LABRADOR
PIPER,CHIHUAHUA MIX
SPEEDY,CHIHUAHUA
JACKSON,RETRIEVER LABRADOR
MAYA,PUGGLE
MARLEY,TERRIER YORKSHIRE
REX,TERRIER YORKSHIRE
SADIE,BERNESE MOUNTAIN
CINDY MAE,POODLE TOY
RUSTY,SPANIEL COCKER MIX
TIKI,MIX
CALVIN,RETRIEVER GOLDEN
EDDIE,SPANIEL CAVALIER  KING CHARLES
CHARLESTON,SPANIEL CAVALIER  KING CHARLES
WALKER,MIX
BOONE,NEWFOUNDLAND
SHADOW,LAB RETRIEVER MIX
MACY JO,RETRIEVER LABRADOR
MARIN,TERRIER AIREDALE
BODE,LABRADOODLE
BUDDY,CHIHUAHUA
WINNIE,HAVANESE
LILY,BOXER MIX
BETSY,SHEEPDOG ICELANDIC
SCOUT,SHEEPDOG
ROY,SHEEPDOG
BROOKE,
PANDA,
STELLA,TERRIER TIBETAN
RUBY,TERRIER TIBETAN
CHARLOTTE,COCKAPOO
IZZY,RETRIEVER LABRADOR
GRETA,SHEPHERD GERMAN
SKYE,COLLIE BORDER MIX
OSCAR,RETRIEVER GOLDEN
OREO,TERRIER RAT
MAGGIE,RETRIEVER GOLDEN
MIA,RETRIEVER LAB MIX
BUCKY,COCKAPOO
DAISY,WHOODLE
JOHNNY,HAVANESE
STELLA,CORGI SHETLAND MIX
DAISY,LABRADOODLE
BEATRICE,LABRADOODLE
SCOUT,WELSH CORGI PEMBROKE
CASEY,SPANIEL
BECKETT,RETRIEVER GOLDEN
CHIP,RETRIEVER GOLDEN
ATLAS,BOXER MIX
INDIA,BERNESE MOUNTAIN
STANLEY,POODLE MINI
BINGO,TERRIER MIX
MOSHI,TERRIER WELSH
BROOKLN,TERRIER PIT BULL
CLEO,COCKAPOO
CHAARKIE,TERRIER SOFT WHEATEN
DORRIE,COLLIE BORDER
KAIDA,COLLIE BORDER
KOBEE,COLLIE MIX
RORY,TERRIER WELSH
ISABELLE,PORTUGUESE WATER DOG
GRONK,SHEEPDOG MIX
ORTIZ,CAVACHON
BARON,RETRIEVER LABRADOR
MACK,RETRIEVER LABRADOR
BREWSTER,GOLDENDOODLE
CARLEY,COLLIE BORDER MIX
MURPHY,TERRIER JACK RUSSELL
TOFU,SHIBA INU
MAGGIE,COLLIE
MULLIGAN,RETRIEVER LABRADOR
MAGOO,RETRIEVER LABRADOR
NOVA,MALTIPOO
INDY,BEAGLE MIX
ECHO,LABRADOODLE
CASSIE,POODLE MINI
DYLAN,SHEPHERD AUSTRALIAN MIX
ZIGGY,SHEPHERD AUSTRALIAN MIX
FIONA,SHEEPDOG SHETLAND
ELLIE,SHIH-TZU
KASHU,SHIBA INU
NALA,SHEPHERD GERMAN
WILBUR,LAB MIX
MAX,TERRIER YORKSHIRE
CALI,SCHNAUZER MINI
KITTU,PUGGLE
MOOKIIE,SHEPHERD AUSTRALIAN MIX
IZZIE,SHEPHERD AUSTRALIAN MIX
MARLEY,LAB RETRIEVER MIX
OLLIE,GOLDENDOODLE
TUCKER,BEAGLE MIX
CARLOS,TERRIER BOSTON
RUBY,AUSTRALIAN LABRADOODLE
BELLA,SCHNAUZER MINI
NISHA,RETRIEVER LABRADOR
TUCKER,SPANIEL MIX
VISTA,RETRIEVER LABRADOR
PEPPER,RETRIEVER LABRADOR
CANDY,SHIH-TZU
CHASE,AUSTRALIAN LABRADOODLE
CLYDE,RETRIEVER LAB MIX
TOBY,TERRIER BORDER
BERNIE,SHEPHERD BOXER MIX
MAISIE,TERRIER WEST HIGHLAND
MONTY,PUG
PIXEL,TERRIER MIX
OLIVER,BEAGLE MIX
TUCKER,RETRIEVER MIX
GRETEL,DACHSHUND L.H. MINI
ANNIE,SATO
BRADY,RETRIEVER MIX
CALLIE,CATTLE DOG AUSTRALIAN
EMMIE,SHEPHERD AUSTRALIAN MIX
FINLEY,GREAT PYRENEES MIX
COOKIE,SHIH-TZU
PENNY,RETRIEVER LABRADOR
PHOEBE,CHIHUAHUA
LUNA,BOXER MIX
HOUSEN,CHI MIX
BRADY,SHIH-TZU
MAGGIE,SHEPHERD GERMAN
RUBY,RETRIEVER LABRADOR
JOEY,SPANIEL SPRINGER
MARLEY,RETRIEVER GOLDEN MIX
COCO,LABRADOODLE
MOXIE,SAMOYED
BODHI,RETRIEVER GOLDEN
LOLA,GOLDENDOODLE
OBI,SPANIEL CAVALIER  KING CHARLES
MILO,BERNESE MOUNTAIN
OSO,BERNESE MOUNTAIN
BUDDY,BEAGLE MIX
IOLO DDU,BRIARD
ROOKIE,MIX
OLLIE,SPANIEL CAVALIER  KING CHARLES
ZEUS,SPANIEL CAVALIER  KING CHARLES
TUCKER,MIX
GRACE,MIX
RUFUS,LABRADOR MIX
RAE,MIX
LORA,LAB RETRIEVER MIX
WELLINGTON,SPANIEL SPRINGER
KILAUEA BLUE,CAROLINA
GAUCHO,SHIH-TZU MIX
LUCKY,TERRIER MIX
PHOEBE,HOUND BASSET
NIKO,TERRIER YORKSHIRE
OLIVER,LABRADOODLE
BESSIE,SHIH-TZU
TEDDY,GOLDENDOODLE
ZEUS,COCKAPOO
GUS,RETRIEVER LABRADOR
SADIE,RETRIEVER CHESAPEAK
KOBE,VIZSLA
FENWAY,COCKAPOO
RANGER,DACHSHUND MIX
ROSIE,LABRADOR
ELLIE HEALY,CAVACHON
BAXTER,POODLE MIX
LULU,SPANIEL CAVALIER  KING CHARLES
FREDERICK,SPANIEL CAVALIER  KING CHARLES
DALAI,TERRIER TIBETAN
LUNA,WEIMARANER
HERO,TERRIER JACK RUSSELL
MARGOT,GOLDENDOODLE
GINGER,GOLDENDOODLE
MACEY,RETRIEVER GOLDEN
STELLA,COTON DE TULEAR
TOOTSIE,RETRIEVER LABRADOR
AJAX,SHEPHERD MIX
ANNIE,HAVANESE
GEORGIA,LABRADOR MIX
TULIP,BEAGLE
LUCY,COCKAPOO
LUCKY,RETRIEVER GOLDEN
BUDDY,LABRADOODLE
BAILEY,CAVACHON
RALPHIE,SHIH-TZU
EMMA,TERRIER BOSTON
BAILEY,BEAGLE
LILY,CHIHUAHUA
LAYLA,POODLE TOY
DAISY,COCKAPOO
BOGART,BULLDOG
TYLER,RETRIEVER LABRADOR
CARL,HAVANESE
LAYLA,DALMATIAN MIX
TECO,DACHSHUND
COOPER,SHEPHERD MIX
MAGGIE,SPANIEL BRITTANY MIX
ROSIE,RETRIEVER GOLDEN
LULA,COCKAPOO
RAFFERTY,COCKAPOO
HALEY,BICHON FRISE
TOBY,SPANIEL COCKER
CHARLIE,TERRIER WHEATEN
LOUIS,SCHNAUZER MINI
TINY,MALTESE
MIO,NORWEIGAN ELKHOUND
MOMO,NORWEIGAN ELKHOUND
HUNTER,RETRIEVER GOLDEN
ROOTIE,COCKAPOO
NELLIE,COCKAPOO
TUCKER,RETRIEVER GOLDEN
ALBERT,SHEEPDOG POLISH
KAJSA,BOXER MIX
BO,POMERANIAN
COMET,CHINESE CRESTED
ROSCO,SCHNOODLE
LULU,RETRIEVER MIX
CHLOE,MIX
JASPER,MUSTERLANDER SMALL
TESS,MUSTERLANDER SMALL
FRANKIE,TERRIER
COOKIE,PUGGLE
LUCY,TERRIER AMSTAFF
TRIXIE,BICHON FRISE
COOPER,BULLDOG FRENCH
COOKIE,POODLE
ROBIE D,SPANIEL BRITTANY MIX
LUNA,LABRADOR BLACK MIX
MOCHA,LABRADOODLE
CODY,LABRADOODLE
GRACE O'MALLEY,RETRIEVER GOLDEN
GRACIE,TERRIER WEST HIGHLAND
BOO BOO,MIX
ASH,PUG MIX
DELTA,PUG MIX
ROZZIE,LABRADOODLE
KHALEESI,SHARPEI
OLIVE,TERRIER YORKSHIRE
AUTUMN,SPANIEL MIX
MAYA,RETRIEVER LABRADOR
CHESTER,SPANIEL COCKER MIX
EVIE,COLLIE BORDER
BAXTER,SCHNAUZER MINI
WATSON,GOLDENDOODLE
CHARLIE,RETRIEVER LABRADOR
ALBUS,RETRIEVER GOLDEN
MAEBY,RETRIEVER GOLDEN
TEAGAN,MALTIPOO
MILA,MALTIPOO
CASEY,RETRIEVER GOLDEN
TASHMOO,GOLDENDOODLE
BUDDY,SHEPHERD GERMAN
RUSTY,SHEPHERD GERMAN
SOPHIE,TERRIER YORKSHIRE
MAGGIE,LABRADOR MIX
CODY,SPANIEL COCKER MIX
GINGER,SPANIEL COCKER MIX
KODA,LABRADOR
FRANKIE,TERRIER BOSTON
TUUKKA,SPANIEL CAVALIER  KING CHARLES
ANNIE,SHIH-TZU
LILY,SHEPHERD GERMAN
ELLE,HOUND MIX
LILY,LABRADOODLE
PRINCE,SPANIEL CAVALIER  KING CHARLES
DELILAH,LABRADOR POODLE MIX
REBA,COCKAPOO
CASPER,SHEPHERD AUSTRALIAN  MINI
JEB,TERRIER BOSTON
RAEPHY,LABRADOODLE
SCOUT,RETRIEVER GOLDEN
DAKOTA,AMERICAN ESKIMO
TITO,CAVACHON
ZEUS,LABRADOR MIX
STELLA,MIX
ARCHIE,RETRIEVER MIX
BRACKEN,LABRADOODLE
MUGGSY,PUG
MAXI,COTON DE TULEAR
EEVEE,BICHON FRISE
BABY,CHOW MIX
DEXTER,MIX
MADDIE,MALTESE
CHARLIE,MALTESE
KATIE,COCKAPOO
BROWNIE,SHIH-TZU POODLE MIX
EVA,MIX
MOKA,MIX
MICAH,POODLE STANDARD
JETHRO,COCKAPOO
ZARA,BOXER MIX
CALI,LABRADOR MIX
TRUFFLE,GOLDENDOODLE
APRIL,CAVACHON
LEXIE,RETRIEVER GOLDEN
BARKLEY,RETRIEVER LABRADOR
MAGGIE,WEIMARANER
PINKMAN,GREYHOUND
PRINCESS,MALTESE
JULIUS,GOLDENDOODLE MINI
OLIVER,PAPILLON
BAILEY,RETRIEVER GOLDEN
DOLSA,BERNESE MOUNTAIN
DAISY MAE,BOXER MIX
ANGEL,RETRIEVER LABRADOR
ANGELO,SPANIEL CAVALIER  KING CHARLES
ARCHER,LABRADOODLE
JACK,POODLE MIX
GRACIE,DACHSHUND
MELANIE,CATTLE DOG AUSTRALIAN
LEO,MIX
JULES,COCKAPOO
IZZY,SCHNAUZER MINI
TOOTIE,BULLDOG ENGLISH
BARNABY,POODLE MIX
ALI BABA,SHIH-TZU
BAILEY,BULLDOG FRENCH
PENNY,RETRIEVER LABRADOR
PEPPER,SCHNAUZER MINI
BUNNY,RETRIEVER LAB MIX
BRADY,GOLDENDOODLE
SARGE,SHEPHERD GERMAN
ANNIE,BEAGLE
BENTLEY,BEAGLE MIX
BOWIE,LAGOTTO ROMAGNOLO
PHOEBE,RETRIEVER LAB MIX
SOPHIE,BICHON FRISE
YOKO,AKITA
PIPPA,SPANIEL COCKER MIX
ZEKE,RETRIEVER GOLDEN
MURPHY,GOLDENDOODLE
SUMMER,GOLDENDOODLE
ZADIE,POODLE STANDARD
SYDNEY MAY,LABRADOODLE
PENNY,CAVACHON
MARLO,COTON DE TULEAR
NALA,RETRIEVER GOLDEN MIX
LILLIAN,RETRIEVER GOLDEN
ROY,CORGI MIX
KHALEESI,HAVANESE
LUCIE,SHIH-TZU
CHLOE,RETRIEVER LABRADOR
JACK,HUSKY MIX
MOCHI,LABRADOR MIX
WILEY,CHIHUAHUA MIX
MOJAVE,CHIHUAHUA MIX
PEPPER MCBEE,LABRADOODLE
GEORGE,LABRADOODLE
SAM,SETTER ENGLISH
NINA,MALTESE
ANNIE,GOLDENDOODLE
OLLIE,DACHSHUND
LYRA,BEAGLE MIX
BOOTS,SHEPHERD GERMAN MIX
DIESEL,RETRIEVER LABRADOR
DUKE,CHIHUAHUA
ELLA,LABRADOR MIX
LEO,SPANIEL COCKER MIX
COCO,GOLDENDOODLE
GEORGIA,MIX
ROSIE,RETRIEVER GOLDEN
TRUDY,COCKAPOO
JAZMINE,POODLE STANDARD
CLOUSEAU,LABRADOODLE
WOLFIE,BICHON FRISE
BUDDY,GOLDENDOODLE
LOLA,SCHNAUZER MINI
TESSIE,SCHNAUZER MINI
SPENCER,RETRIEVER LABRADOR
BAILEY,RETRIEVER LABRADOR
TIG,CHIHUAHUA MIX
KENYA,HUSKY MIX
SKYE,SHEPHERD AUSTRALIAN MIX
MAX,MIX
ADELAIDE,GOLDENDOODLE
PRESTON,SHIH-TZU
MADDY,SETTER ENGLISH
LILLY,SETTER ENGLISH
KATIE,POODLE BRUSSELLS MIX
BUSTER,GOLDENDOODLE
ROCCO,BULLDOG ENGLISH
MEMPHIS,SHEPHERD GERMAN
AVIVA,BERNESE MOUNTAIN
RYLEE,RETRIEVER LABRADOR
FYN,RETRIEVER GOLDEN
MUZZEY,LABRADOODLE
RUSTY,VIZSLA
BENJI,RETRIEVER MIX
RUBY,MIX
MAX,MIX
CRYSTAL,RETRIEVER GOLDEN
CHAI,HUSKY ALASKAN
CHARLIE,LABRADOODLE
CHRYSTA,GOLDENDOODLE
TEDDY,SPANIEL COCKER MIX
OSCAR,BOXER MIX
LUCY,BEAGLE
DARWIN,BEAGLE MIX
CALVIN,BOXER
IZZY,SHEPHERD HOUND
BELLA,LABRADOODLE
BELLA,LAB/HOUND MIX
SAMPSON,SETTER ENGLISH
LEXIS,LABRADOR
LOGAN,LABRADOODLE
LUCITA,DACHSHUND
WAYLON,BEAGLE
BAILEY,GOLDENDOODLE
WILEY,RETRIEVER GOLDEN
FIDALGO,BEAGLE
AENYA,RETRIEVER MIX
PEPPER,TERRIER BORDER MIX
EVIE,BICHON SHIZU MIX
BRUNO,SHIH-TZU MIX
FINLEY,LABRADOODLE MIX
MAC,TERRIER MIX
BUBBA,RETRIEVER LABRADOR
MICKEY,HAVANESE
CODY,RETRIEVER LABRADOR
NICKI,TERRIER WEST HIGHLAND
CASSIE,DOUBLE DOODLE
OSCAR,DACHSHUND L.H.
YOGI BEAR,RETRIEVER MIX
RIDI,POODLE TOY
JACKSON,RETRIEVER GOLDEN
CHARLIE,RETRIEVER GOLDEN
KALA,RETRIEVER GOLDEN
MAC,BULLDOG FRENCH
OLLIE,POODLE CHINESE CRESTED MIX
DUNCAN,SHEPHERD MIX
LILY,TERRIER JACK RUSSELL MIX
TRIXIE,MASTIFF MIX
PURPLE,PIT BULL
JAXSON,TERRIER MIX
CAMILLA,PINSCHER MINI
LYLA,LABRADOR MIX
OGDEN,RETRIEVER LABRADOR
FRODO,SPANIEL CAVALIER  KING CHARLES
